Relative Entropy,Expectation Value Difference,Generated Expectation Value,Solution Expectation Value,Random Expectation Value
8.477880829022242,165.84988429894906,154.99999999999997,-10.8498842989491,154.99999999999997
0.00693694731629868,-0.016291465369549993,-3.625572064791527e-16,0.01629146536954963,-3.625572064791527e-16
33.884211717297696,3.622030721947258,-1.0158974356189177e-16,-3.622030721947258,-1.0158974356189177e-16
71.05528138579554,7.175906279449679,3.999999999999999,-3.1759062794496793,3.9999999999999996
0.16333285871378578,0.281516080539397,-0.0040298503026816625,-0.28554593084207863,0.0051923769553270565
10.286627372341927,-0.39741953182567574,-0.20374225014385702,0.19367728168181872,-0.011046261979392775
0.006578987640552687,0.014809179683450373,-4.3194614551822497e-16,-0.014809179683450805,-3.1105847064782924e-16
9.124158755433795,-25.009742410506696,-25.999999999999996,-0.9902575894933014,-25.999999999999996
23.023995184308994,-10.114542193182603,-24.749999999999993,-14.63545780681739,-24.749999999999996
0.12442842351132109,0.8622997520077149,5.0306980803327406e-17,-0.8622997520077149,5.0306980803327406e-17
0.45767696353377346,0.3876408820585649,-0.0030584718614675263,-0.3906993539200324,0.005426874533931441
6.433742847014171,0.8907307071141928,0.7499999999999999,-0.14073070711419286,0.7499999999999999
3.5052361147815767,0.9850014425842322,0.8333333333333333,-0.1516681092508989,0.8333333333333433
3.0062491243411236,9.784919771220675,-3.5301622736128024e-16,-9.784919771220675,-9.597522429571903e-16
13.264728060081058,1.3592481970640933,0.9999999999999993,-0.359248197064094,0.9999999999999999
0.45342486170157825,0.3273676276858156,-0.0017041964753483087,-0.32907182416116393,-0.007492067885194671
2.705210872090043,-4.233302385569246,-3.4999999999999982,0.7333023855692474,-3.4999999999999996
5.359650363798594,-5.437322700133844,-5.715800517516226,-0.27847781738238164,0.01106176902397461
0.0038540132246594632,0.06325394971890559,-0.006756713632659091,-0.07001066335156468,0.005229973735860923
4.5971834845072275,36.02533211507555,26.249999999999986,-9.775332115075562,26.249999999999996
10.68987772593951,-0.7616840817083367,-1.734723475976807e-16,0.7616840817083365,-1.734723475976807e-16
25.27991863353156,40.65551414290406,-0.06037399382973525,-40.715888136733795,-0.2769826971935352
15.768223575085585,3.123192409223424,1.4999999999999996,-1.6231924092234244,1.4999999999999998
7.212160142031629,0.7551287177720036,0.875,0.11987128222799631,0.875
99.0605339193532,2.2493117330213384,2.8319360745321376e-16,-2.249311733021338,2.8319360745321376e-16
0.0003426718966715424,0.01258460946169511,-2.220446049250313e-16,-0.012584609461695331,-2.220446049250313e-16
31.48277945428946,-3.0000000406989153,-7.99999999999999,-4.999999959301075,-8.0
0.032304476850792796,0.6233521548277577,-1.4797191250082165e-15,-0.6233521548277592,-1.2324898046589538e-15
8.886562482877611,-2.0001524760660723,-1.9999999999999996,0.0001524760660727995,-1.9999999999999998
11.350165632171231,3.5851933188442837,2.4999999999999996,-1.0851933188442844,2.4999999999999996
1.2930544971746012,2.9296862832545743,-5.238864897449957e-16,-2.9296862832545747,-5.238864897449957e-16
34.13128208433071,2.8065673214451285,0.3833333333333329,-2.4232339881117957,0.38333333333332936
9.478137747456337,1.4153533870622077,2.253116674714543e-16,-1.4153533870622075,1.7264388703364106e-16
138.69509617492383,-8.596084025679042,-8.249999999999998,0.34608402567904356,-8.249999999999998
69.93458195598372,9.0000276880252,7.999999999999999,-1.0000276880252013,7.999999999999999
8.204256666065431,-24.73834030137438,-33.49999999999999,-8.761659698625614,-33.49999999999999
4.946399397179387,-1.453446544871031,-1.4999999999999996,-0.046553455128968496,-1.4999999999999998
28.248406842742373,1.9658863783079195,-0.5,-2.4658863783079195,-0.5
1.0149406003242318,0.16499713390680362,-5.568462357885551e-16,-0.16499713390680418,-5.568462357885551e-16
11.528295682184895,1.4960409277583828,1.1102230246251565e-16,-1.4960409277583828,1.1102230246251565e-16
47.092834678970746,3.5122790120280474,3.664603343001005e-17,-3.5122790120280474,3.664603343001005e-17
10.748286189789185,0.8502527814453076,0.49218750000000006,-0.35806528144530747,0.49218750000000006
21.408188137862272,6.776694529833608,6.0,-0.7766945298336079,6.0
