Relative Entropy,Expectation Value Difference,Generated Expectation Value,Solution Expectation Value,Random Expectation Value
5.876419193403453,165.84988429894906,154.99999999999997,-10.8498842989491,154.99999999999997
0.004808325215455578,-0.016291465369549993,-3.625572064791527e-16,0.01629146536954963,-3.625572064791527e-16
18.779636394386586,3.622030721947258,-1.0158974356189177e-16,-3.622030721947258,-1.0158974356189177e-16
26.244726744045124,7.175906279449679,3.999999999999999,-3.1759062794496793,3.9999999999999996
0.11321371017709508,0.281516080539397,-0.0040298503026816625,-0.28554593084207863,0.0012259728809947553
7.129636897068728,-0.39741953182567574,-0.20374225014385702,0.19367728168181872,-0.00248566010031443
0.004560206669398969,0.014809179683450373,-4.3194614551822497e-16,-0.014809179683450805,-3.1184776982939866e-16
6.324384915752257,-25.009742410506696,-25.999999999999996,-0.9902575894933014,-25.999999999999996
nan,-10.114542193182603,-24.749999999999993,-14.63545780681739,-24.749999999999996
0.08624721085876796,0.8622997520077149,5.0306980803327406e-17,-0.8622997520077149,5.0306980803327406e-17
0.31723749616200114,0.3876408820585649,-0.0030584718614675263,-0.3906993539200324,-0.006446658570151515
4.459530714769141,0.8907307071141928,0.7499999999999999,-0.14073070711419286,0.7499999999999999
2.4296445300985523,0.9850014425842322,0.8333333333333333,-0.1516681092508989,0.8333333333333433
2.083773100466217,9.784919771220675,-3.5301622736128024e-16,-9.784919771220675,-9.268792330874297e-16
nan,1.3592481970640933,0.9999999999999993,-0.359248197064094,0.9999999999999999
0.31429016373591623,0.3273676276858156,-0.0017041964753483087,-0.32907182416116393,-0.0004977142276922221
1.8751092888028016,-4.233302385569246,-3.4999999999999982,0.7333023855692474,-3.4999999999999996
3.715026538275225,-5.437322700133844,-5.715800517516226,-0.27847781738238164,-0.02278966319444892
0.0026713982717710247,0.06325394971890559,-0.006756713632659091,-0.07001066335156468,0.002407646636175972
3.186524770778724,36.02533211507555,26.249999999999986,-9.775332115075562,26.249999999999996
7.409308098980354,-0.7616840817083367,-1.734723475976807e-16,0.7616840817083365,-1.734723475976807e-16
15.307667004393682,40.65551414290406,-0.06037399382973525,-40.715888136733795,-0.19003045194903184
nan,3.123192409223424,1.4999999999999996,-1.6231924092234244,1.4999999999999998
4.999088468047761,0.7551287177720036,0.875,0.11987128222799631,0.875
21.70237046395001,2.2493117330213384,2.8319360745321376e-16,-2.249311733021338,2.8319360745321376e-16
0.00023752204302751362,0.01258460946169511,-2.220446049250313e-16,-0.012584609461695331,-2.220446049250313e-16
nan,-3.0000000406989153,-7.99999999999999,-4.999999959301075,-8.0
0.022391756981277117,0.6233521548277577,-1.4797191250082165e-15,-0.6233521548277592,-1.2320474501725797e-15
6.159695729403116,-2.0001524760660723,-1.9999999999999996,0.0001524760660727995,-1.9999999999999998
7.867335304217277,3.5851933188442837,2.4999999999999996,-1.0851933188442844,2.4999999999999996
0.8962770789814788,2.9296862832545743,-5.238864897449957e-16,-2.9296862832545747,-5.238864897449957e-16
nan,2.8065673214451285,0.3833333333333329,-2.4232339881117957,0.38333333333332936
6.569452830622135,1.4153533870622077,2.253116674714543e-16,-1.4153533870622075,1.7155011496998e-16
nan,-8.596084025679042,-8.249999999999998,0.34608402567904356,-8.249999999999998
27.631021115042216,9.0000276880252,7.999999999999999,-1.0000276880252013,7.999999999999999
nan,-24.73834030137438,-33.49999999999999,-8.761659698625614,-33.49999999999999
3.42858279604747,-1.453446544871031,-1.4999999999999996,-0.046553455128968496,-1.4999999999999998
19.579984736155723,1.9658863783079195,-0.5,-2.4658863783079195,-0.5
0.7035032154196963,0.16499713390680362,-5.568462357885551e-16,-0.16499713390680418,-5.568462357885551e-16
7.990770754385169,1.4960409277583828,1.1102230246251565e-16,-1.4960409277583828,1.1102230246251565e-16
19.05857382373405,3.5122790120280474,3.664603343001005e-17,-3.5122790120280474,3.664603343001005e-17
nan,0.8502527814453076,0.49218750000000006,-0.35806528144530747,0.49218750000000006
14.839022465701134,6.776694529833608,6.0,-0.7766945298336079,6.0
